c_l_i_n_i_c___n_a_m_e,a_i_l_m_e_n_t,m_o_n_t_h___n_a_m_e,s_e_a_s_o_n,s_e_v_e_r_i_t_y,p_a_t_i_e_n_t___i_d,n_u_m___m_e_d_i_c_a_t_i_o_n_s,a_g_e,w_a_i_t___t_i_m_e___m_i_n_u_t_e_s,i_s___s_e_v_e_r_e,i_s___f_o_l_l_o_w___u_p
Northview Medical Center,Typhoid,July,Long Rains,Severe,6,16,26.666666666666668,31.166666666666668,6,0
Northview Medical Center,Typhoid,June,Long Rains,Mild,56,130,35.714285714285715,29.571428571428573,0,2
Northview Medical Center,Typhoid,June,Long Rains,Moderate,37,79,32.83783783783784,29.783783783783782,0,2
Northview Medical Center,Typhoid,June,Long Rains,Severe,19,33,28.157894736842106,27.894736842105264,19,0
Northview Medical Center,Typhoid,November,Short Rains,Mild,81,202,31.790123456790123,28.987654320987655,0,5
Northview Medical Center,Typhoid,November,Short Rains,Moderate,53,142,35.75471698113208,31.641509433962263,0,6
Northview Medical Center,Typhoid,November,Short Rains,Severe,20,52,41.0,26.55,20,1
Northview Medical Center,Typhoid,October,Cool/Dry,Mild,36,89,37.22222222222222,29.38888888888889,0,3
Northview Medical Center,Typhoid,October,Cool/Dry,Moderate,21,52,25.0,31.428571428571427,0,0
Northview Medical Center,Typhoid,October,Cool/Dry,Severe,9,16,25.0,42.22222222222222,9,0
Northview Medical Center,Typhoid,September,Cool/Dry,Mild,38,92,32.36842105263158,32.28947368421053,0,1
Northview Medical Center,Typhoid,September,Cool/Dry,Moderate,22,60,37.72727272727273,25.318181818181817,0,0
Northview Medical Center,Typhoid,September,Cool/Dry,Severe,6,12,30.0,39.666666666666664,6,0
Northview Medical Center,Upper Respiratory Infection,August,Cool/Dry,Mild,210,517,32.523809523809526,27.738095238095237,0,10
Northview Medical Center,Upper Respiratory Infection,August,Cool/Dry,Moderate,114,256,30.87719298245614,28.666666666666668,0,6
Northview Medical Center,Upper Respiratory Infection,August,Cool/Dry,Severe,57,140,32.89473684210526,28.80701754385965,57,4
Northview Medical Center,Upper Respiratory Infection,July,Long Rains,Mild,201,521,34.55223880597015,29.611940298507463,0,10
Northview Medical Center,Upper Respiratory Infection,July,Long Rains,Moderate,141,346,33.156028368794324,30.94326241134752,0,9
Northview Medical Center,Upper Respiratory Infection,July,Long Rains,Severe,65,163,33.30769230769231,31.876923076923077,65,5
Northview Medical Center,Upper Respiratory Infection,June,Long Rains,Mild,154,384,32.857142857142854,28.88961038961039,0,10
Northview Medical Center,Upper Respiratory Infection,June,Long Rains,Moderate,126,328,30.317460317460316,29.563492063492063,0,9
Northview Medical Center,Upper Respiratory Infection,June,Long Rains,Severe,50,119,34.2,31.12,50,3
Northview Medical Center,Upper Respiratory Infection,November,Short Rains,Mild,136,331,35.80882352941177,27.551470588235293,0,9
Northview Medical Center,Upper Respiratory Infection,November,Short Rains,Moderate,113,288,34.02654867256637,30.539823008849556,0,7
Northview Medical Center,Upper Respiratory Infection,November,Short Rains,Severe,44,104,32.95454545454545,31.136363636363637,44,1
Northview Medical Center,Upper Respiratory Infection,October,Cool/Dry,Mild,136,328,35.73529411764706,27.691176470588236,0,9
Northview Medical Center,Upper Respiratory Infection,October,Cool/Dry,Moderate,95,216,31.42105263157895,29.13684210526316,0,3
Northview Medical Center,Upper Respiratory Infection,October,Cool/Dry,Severe,40,111,37.25,29.275,40,1
Northview Medical Center,Upper Respiratory Infection,September,Cool/Dry,Mild,108,278,33.7037037037037,29.24074074074074,0,2
Northview Medical Center,Upper Respiratory Infection,September,Cool/Dry,Moderate,91,228,33.13186813186813,29.47252747252747,0,3
Northview Medical Center,Upper Respiratory Infection,September,Cool/Dry,Severe,39,91,30.897435897435898,30.76923076923077,39,2
Rural Health Post A,Arthritis,August,Cool/Dry,Mild,22,49,29.09090909090909,32.18181818181818,0,1
Rural Health Post A,Arthritis,August,Cool/Dry,Moderate,13,33,31.923076923076923,28.076923076923077,0,2
Rural Health Post A,Arthritis,August,Cool/Dry,Severe,5,15,25.0,17.2,5,0
Rural Health Post A,Arthritis,July,Long Rains,Mild,18,45,29.444444444444443,30.77777777777778,0,0
Rural Health Post A,Arthritis,July,Long Rains,Moderate,8,16,30.0,33.25,0,0
Rural Health Post A,Arthritis,July,Long Rains,Severe,3,7,15.0,27.666666666666668,3,0
Rural Health Post A,Arthritis,June,Long Rains,Mild,10,23,28.0,25.6,0,0
Rural Health Post A,Arthritis,June,Long Rains,Moderate,7,16,30.714285714285715,31.857142857142858,0,1
Rural Health Post A,Arthritis,June,Long Rains,Severe,8,17,26.25,25.875,8,1
Rural Health Post A,Arthritis,November,Short Rains,Mild,14,27,28.571428571428573,28.285714285714285,0,0
Rural Health Post A,Arthritis,November,Short Rains,Moderate,9,28,37.22222222222222,39.55555555555556,0,0
Rural Health Post A,Arthritis,November,Short Rains,Severe,3,6,21.666666666666668,25.666666666666668,3,0
Rural Health Post A,Arthritis,October,Cool/Dry,Mild,17,42,31.470588235294116,31.41176470588235,0,0
Rural Health Post A,Arthritis,October,Cool/Dry,Moderate,11,28,41.36363636363637,28.363636363636363,0,0
Rural Health Post A,Arthritis,October,Cool/Dry,Severe,5,12,35.0,25.0,5,0
Rural Health Post A,Arthritis,September,Cool/Dry,Mild,12,30,35.833333333333336,33.0,0,1
Rural Health Post A,Arthritis,September,Cool/Dry,Moderate,5,7,55.0,38.6,0,0
Rural Health Post A,Arthritis,September,Cool/Dry,Severe,3,11,21.666666666666668,28.333333333333332,3,0
Rural Health Post A,Asthma,August,Cool/Dry,Mild,19,52,26.57894736842105,27.31578947368421,0,3
Rural Health Post A,Asthma,August,Cool/Dry,Moderate,8,20,42.5,26.0,0,0
Rural Health Post A,Asthma,August,Cool/Dry,Severe,5,15,23.0,21.0,5,0
Rural Health Post A,Asthma,July,Long Rains,Mild,28,69,38.92857142857143,32.464285714285715,0,3
Rural Health Post A,Asthma,July,Long Rains,Moderate,23,62,35.869565217391305,36.56521739130435,0,2
Rural Health Post A,Asthma,July,Long Rains,Severe,7,19,22.142857142857142,23.285714285714285,7,0
Rural Health Post A,Asthma,June,Long Rains,Mild,17,45,25.0,23.941176470588236,0,2
Rural Health Post A,Asthma,June,Long Rains,Moderate,20,54,36.5,28.0,0,1
Rural Health Post A,Asthma,June,Long Rains,Severe,11,25,45.0,29.545454545454547,11,1
Rural Health Post A,Asthma,November,Short Rains,Mild,23,64,28.91304347826087,30.391304347826086,0,1
Rural Health Post A,Asthma,November,Short Rains,Moderate,13,31,23.46153846153846,34.84615384615385,0,0
Rural Health Post A,Asthma,November,Short Rains,Severe,7,19,13.571428571428571,36.714285714285715,7,1
Rural Health Post A,Asthma,October,Cool/Dry,Mild,19,50,34.473684210526315,28.42105263157895,0,0
Rural Health Post A,Asthma,October,Cool/Dry,Moderate,14,29,42.142857142857146,28.642857142857142,0,0
Rural Health Post A,Asthma,October,Cool/Dry,Severe,6,15,35.0,26.166666666666668,6,0
Rural Health Post A,Asthma,September,Cool/Dry,Mild,17,40,30.294117647058822,33.470588235294116,0,1
Rural Health Post A,Asthma,September,Cool/Dry,Moderate,16,39,30.625,27.4375,0,1
Rural Health Post A,Asthma,September,Cool/Dry,Severe,5,13,21.0,37.0,5,0
Rural Health Post A,Diabetes,August,Cool/Dry,Mild,13,37,35.76923076923077,27.384615384615383,0,2
Rural Health Post A,Diabetes,August,Cool/Dry,Moderate,13,32,36.53846153846154,27.692307692307693,0,1
Rural Health Post A,Diabetes,August,Cool/Dry,Severe,7,16,45.0,21.857142857142858,7,0
Rural Health Post A,Diabetes,July,Long Rains,Mild,27,70,32.407407407407405,33.111111111111114,0,2
Rural Health Post A,Diabetes,July,Long Rains,Moderate,16,49,35.0,31.625,0,1
Rural Health Post A,Diabetes,July,Long Rains,Severe,1,1,25.0,28.0,1,0
Rural Health Post A,Diabetes,June,Long Rains,Mild,18,49,33.888888888888886,23.333333333333332,0,1
Rural Health Post A,Diabetes,June,Long Rains,Moderate,10,31,30.0,32.4,0,1
Rural Health Post A,Diabetes,June,Long Rains,Severe,4,9,35.0,24.5,4,0
Rural Health Post A,Diabetes,November,Short Rains,Mild,28,65,32.142857142857146,30.535714285714285,0,1
Rural Health Post A,Diabetes,November,Short Rains,Moderate,19,48,31.31578947368421,33.36842105263158,0,1
Rural Health Post A,Diabetes,November,Short Rains,Severe,4,9,50.0,34.75,4,0
Rural Health Post A,Diabetes,October,Cool/Dry,Mild,16,41,31.875,35.5,0,0
Rural Health Post A,Diabetes,October,Cool/Dry,Moderate,5,11,31.0,26.2,0,0
Rural Health Post A,Diabetes,October,Cool/Dry,Severe,5,13,37.0,28.6,5,0
Rural Health Post A,Diabetes,September,Cool/Dry,Mild,26,69,23.846153846153847,32.26923076923077,0,0
Rural Health Post A,Diabetes,September,Cool/Dry,Moderate,16,33,32.5,36.875,0,0
Rural Health Post A,Diabetes,September,Cool/Dry,Severe,6,9,45.0,22.0,6,0
Rural Health Post A,Diarrhea,August,Cool/Dry,Mild,47,112,31.382978723404257,30.829787234042552,0,2
Rural Health Post A,Diarrhea,August,Cool/Dry,Moderate,23,46,31.52173913043478,29.956521739130434,0,1
Rural Health Post A,Diarrhea,August,Cool/Dry,Severe,11,25,29.545454545454547,37.90909090909091,11,0
Rural Health Post A,Diarrhea,July,Long Rains,Mild,68,160,34.85294117647059,31.941176470588236,0,4
Rural Health Post A,Diarrhea,July,Long Rains,Moderate,43,115,33.83720930232558,29.069767441860463,0,0
Rural Health Post A,Diarrhea,July,Long Rains,Severe,25,65,34.2,24.28,25,1
Rural Health Post A,Diarrhea,June,Long Rains,Mild,64,160,33.75,32.125,0,5
Rural Health Post A,Diarrhea,June,Long Rains,Moderate,28,78,33.92857142857143,29.642857142857142,0,1
Rural Health Post A,Diarrhea,June,Long Rains,Severe,14,42,41.42857142857143,29.357142857142858,14,0
Rural Health Post A,Diarrhea,November,Short Rains,Mild,31,80,31.774193548387096,26.548387096774192,0,0
Rural Health Post A,Diarrhea,November,Short Rains,Moderate,29,66,31.551724137931036,30.17241379310345,0,0
Rural Health Post A,Diarrhea,November,Short Rains,Severe,11,26,41.36363636363637,29.363636363636363,11,0
Rural Health Post A,Diarrhea,October,Cool/Dry,Mild,44,116,36.81818181818182,31.681818181818183,0,2
Rural Health Post A,Diarrhea,October,Cool/Dry,Moderate,26,66,28.846153846153847,26.26923076923077,0,2
Rural Health Post A,Diarrhea,October,Cool/Dry,Severe,6,13,38.333333333333336,14.333333333333334,6,0
Rural Health Post A,Diarrhea,September,Cool/Dry,Mild,29,72,32.58620689655172,27.137931034482758,0,3
Rural Health Post A,Diarrhea,September,Cool/Dry,Moderate,29,74,31.551724137931036,43.275862068965516,0,2
Rural Health Post A,Diarrhea,September,Cool/Dry,Severe,7,17,27.857142857142858,34.857142857142854,7,0
Rural Health Post A,Hypertension,August,Cool/Dry,Mild,29,76,36.03448275862069,24.20689655172414,0,1
Rural Health Post A,Hypertension,August,Cool/Dry,Moderate,19,45,37.10526315789474,28.736842105263158,0,1
Rural Health Post A,Hypertension,August,Cool/Dry,Severe,9,28,41.666666666666664,26.11111111111111,9,1
Rural Health Post A,Hypertension,July,Long Rains,Mild,24,66,32.083333333333336,28.541666666666668,0,1
Rural Health Post A,Hypertension,July,Long Rains,Moderate,20,50,39.0,27.15,0,0
Rural Health Post A,Hypertension,July,Long Rains,Severe,6,15,30.0,34.166666666666664,6,1
Rural Health Post A,Hypertension,June,Long Rains,Mild,12,30,33.333333333333336,22.583333333333332,0,0
Rural Health Post A,Hypertension,June,Long Rains,Moderate,9,23,42.77777777777778,23.666666666666668,0,0
Rural Health Post A,Hypertension,June,Long Rains,Severe,13,28,39.61538461538461,27.153846153846153,13,2
Rural Health Post A,Hypertension,November,Short Rains,Mild,19,45,28.157894736842106,27.473684210526315,0,1
Rural Health Post A,Hypertension,November,Short Rains,Moderate,14,31,37.142857142857146,29.785714285714285,0,1
Rural Health Post A,Hypertension,November,Short Rains,Severe,12,29,38.333333333333336,35.833333333333336,12,0
Rural Health Post A,Hypertension,October,Cool/Dry,Mild,22,54,31.818181818181817,33.81818181818182,0,1
Rural Health Post A,Hypertension,October,Cool/Dry,Moderate,26,70,32.30769230769231,36.34615384615385,0,1
Rural Health Post A,Hypertension,October,Cool/Dry,Severe,8,18,38.75,20.375,8,2
Rural Health Post A,Hypertension,September,Cool/Dry,Mild,18,48,36.111111111111114,31.61111111111111,0,1
Rural Health Post A,Hypertension,September,Cool/Dry,Moderate,16,32,38.125,15.1875,0,0
Rural Health Post A,Hypertension,September,Cool/Dry,Severe,8,21,41.25,32.625,8,0
Rural Health Post A,Malaria,August,Cool/Dry,Mild,49,135,33.97959183673469,29.46938775510204,0,2
Rural Health Post A,Malaria,August,Cool/Dry,Moderate,33,81,32.878787878787875,23.484848484848484,0,4
Rural Health Post A,Malaria,August,Cool/Dry,Severe,9,24,36.111111111111114,22.444444444444443,9,1
Rural Health Post A,Malaria,July,Long Rains,Mild,96,218,34.375,26.59375,0,5
Rural Health Post A,Malaria,July,Long Rains,Moderate,55,134,30.818181818181817,24.581818181818182,0,2
Rural Health Post A,Malaria,July,Long Rains,Severe,25,61,36.6,31.2,25,1
Rural Health Post A,Malaria,June,Long Rains,Mild,89,217,33.87640449438202,30.258426966292134,0,5
Rural Health Post A,Malaria,June,Long Rains,Moderate,56,147,35.357142857142854,31.5,0,4
Rural Health Post A,Malaria,June,Long Rains,Severe,22,54,37.27272727272727,23.272727272727273,22,0
Rural Health Post A,Malaria,November,Short Rains,Mild,109,260,33.80733944954128,30.30275229357798,0,8
Rural Health Post A,Malaria,November,Short Rains,Moderate,78,193,33.58974358974359,28.987179487179485,0,3
Rural Health Post A,Malaria,November,Short Rains,Severe,27,69,31.666666666666668,23.37037037037037,27,3
Rural Health Post A,Malaria,October,Cool/Dry,Mild,57,135,35.87719298245614,32.175438596491226,0,5
Rural Health Post A,Malaria,October,Cool/Dry,Moderate,34,84,32.05882352941177,28.323529411764707,0,0
Rural Health Post A,Malaria,October,Cool/Dry,Severe,15,34,38.333333333333336,36.13333333333333,15,0
Rural Health Post A,Malaria,September,Cool/Dry,Mild,48,120,35.625,26.458333333333332,0,5
Rural Health Post A,Malaria,September,Cool/Dry,Moderate,45,122,31.22222222222222,28.22222222222222,0,1
Rural Health Post A,Malaria,September,Cool/Dry,Severe,12,37,30.833333333333332,19.916666666666668,12,0
Rural Health Post A,Minor Injuries,August,Cool/Dry,Mild,22,48,35.45454545454545,26.90909090909091,0,2
Rural Health Post A,Minor Injuries,August,Cool/Dry,Moderate,28,63,22.857142857142858,26.607142857142858,0,3
Rural Health Post A,Minor Injuries,August,Cool/Dry,Severe,15,38,35.0,25.866666666666667,15,1
Rural Health Post A,Minor Injuries,July,Long Rains,Mild,17,45,35.588235294117645,27.705882352941178,0,1
Rural Health Post A,Minor Injuries,July,Long Rains,Moderate,12,34,34.166666666666664,28.833333333333332,0,1
Rural Health Post A,Minor Injuries,July,Long Rains,Severe,16,42,36.25,28.8125,16,2
Rural Health Post A,Minor Injuries,June,Long Rains,Mild,29,71,30.17241379310345,23.96551724137931,0,0
Rural Health Post A,Minor Injuries,June,Long Rains,Moderate,20,50,36.0,31.45,0,0
Rural Health Post A,Minor Injuries,June,Long Rains,Severe,10,20,34.0,20.7,10,0
Rural Health Post A,Minor Injuries,November,Short Rains,Mild,30,68,29.333333333333332,34.7,0,1
Rural Health Post A,Minor Injuries,November,Short Rains,Moderate,31,80,37.903225806451616,27.806451612903224,0,4
Rural Health Post A,Minor Injuries,November,Short Rains,Severe,5,10,41.0,40.2,5,3
Rural Health Post A,Minor Injuries,October,Cool/Dry,Mild,29,69,31.896551724137932,29.24137931034483,0,1
Rural Health Post A,Minor Injuries,October,Cool/Dry,Moderate,20,49,33.0,32.95,0,0
Rural Health Post A,Minor Injuries,October,Cool/Dry,Severe,12,27,35.833333333333336,28.916666666666668,12,1
Rural Health Post A,Minor Injuries,September,Cool/Dry,Mild,31,80,31.129032258064516,28.129032258064516,0,1
Rural Health Post A,Minor Injuries,September,Cool/Dry,Moderate,15,39,37.0,36.2,0,0
Rural Health Post A,Minor Injuries,September,Cool/Dry,Severe,11,30,27.727272727272727,29.818181818181817,11,0
Rural Health Post A,Pneumonia,August,Cool/Dry,Mild,24,61,33.75,31.583333333333332,0,3
Rural Health Post A,Pneumonia,August,Cool/Dry,Moderate,15,37,36.333333333333336,26.333333333333332,0,1
Rural Health Post A,Pneumonia,August,Cool/Dry,Severe,2,4,20.0,27.5,2,0
Rural Health Post A,Pneumonia,July,Long Rains,Mild,36,79,31.38888888888889,30.055555555555557,0,0
Rural Health Post A,Pneumonia,July,Long Rains,Moderate,28,73,36.785714285714285,31.357142857142858,0,3
Rural Health Post A,Pneumonia,July,Long Rains,Severe,15,37,33.666666666666664,29.4,15,1
Rural Health Post A,Pneumonia,June,Long Rains,Mild,42,97,31.428571428571427,35.80952380952381,0,4
Rural Health Post A,Pneumonia,June,Long Rains,Moderate,23,61,31.52173913043478,27.08695652173913,0,1
Rural Health Post A,Pneumonia,June,Long Rains,Severe,7,12,42.142857142857146,35.57142857142857,7,1
Rural Health Post A,Pneumonia,November,Short Rains,Mild,28,71,30.0,27.821428571428573,0,0
Rural Health Post A,Pneumonia,November,Short Rains,Moderate,17,40,34.411764705882355,21.823529411764707,0,0
Rural Health Post A,Pneumonia,November,Short Rains,Severe,7,15,29.285714285714285,25.0,7,2
Rural Health Post A,Pneumonia,October,Cool/Dry,Mild,25,59,34.6,33.44,0,2
Rural Health Post A,Pneumonia,October,Cool/Dry,Moderate,21,42,33.57142857142857,27.0,0,1
Rural Health Post A,Pneumonia,October,Cool/Dry,Severe,4,7,37.5,40.5,4,1
Rural Health Post A,Pneumonia,September,Cool/Dry,Mild,23,57,33.69565217391305,25.391304347826086,0,1
Rural Health Post A,Pneumonia,September,Cool/Dry,Moderate,22,58,35.45454545454545,29.272727272727273,0,2
Rural Health Post A,Pneumonia,September,Cool/Dry,Severe,8,17,33.75,34.125,8,1
Rural Health Post A,Skin Infections,August,Cool/Dry,Mild,34,86,35.588235294117645,25.441176470588236,0,1
Rural Health Post A,Skin Infections,August,Cool/Dry,Moderate,19,43,35.0,25.526315789473685,0,3
Rural Health Post A,Skin Infections,August,Cool/Dry,Severe,7,11,30.714285714285715,29.571428571428573,7,0
Rural Health Post A,Skin Infections,July,Long Rains,Mild,28,78,28.928571428571427,32.142857142857146,0,0
Rural Health Post A,Skin Infections,July,Long Rains,Moderate,17,40,37.35294117647059,32.64705882352941,0,0
Rural Health Post A,Skin Infections,July,Long Rains,Severe,7,24,55.0,40.0,7,0
Rural Health Post A,Skin Infections,June,Long Rains,Mild,21,48,29.761904761904763,28.476190476190474,0,1
Rural Health Post A,Skin Infections,June,Long Rains,Moderate,13,38,34.23076923076923,26.153846153846153,0,0
Rural Health Post A,Skin Infections,June,Long Rains,Severe,3,4,38.333333333333336,13.0,3,1
Rural Health Post A,Skin Infections,November,Short Rains,Mild,33,84,25.90909090909091,27.96969696969697,0,2
Rural Health Post A,Skin Infections,November,Short Rains,Moderate,20,53,33.0,28.4,0,3
Rural Health Post A,Skin Infections,November,Short Rains,Severe,12,26,29.166666666666668,27.416666666666668,12,1
Rural Health Post A,Skin Infections,October,Cool/Dry,Mild,27,57,37.592592592592595,27.62962962962963,0,0
Rural Health Post A,Skin Infections,October,Cool/Dry,Moderate,13,33,32.69230769230769,24.23076923076923,0,1
Rural Health Post A,Skin Infections,October,Cool/Dry,Severe,8,19,32.5,33.875,8,1
Rural Health Post A,Skin Infections,September,Cool/Dry,Mild,35,84,36.42857142857143,25.457142857142856,0,0
Rural Health Post A,Skin Infections,September,Cool/Dry,Moderate,20,46,27.0,29.25,0,1
Rural Health Post A,Skin Infections,September,Cool/Dry,Severe,9,24,41.666666666666664,36.77777777777778,9,0
Rural Health Post A,Typhoid,August,Cool/Dry,Mild,10,27,35.0,36.1,0,1
Rural Health Post A,Typhoid,August,Cool/Dry,Moderate,12,28,36.666666666666664,32.333333333333336,0,0
Rural Health Post A,Typhoid,August,Cool/Dry,Severe,2,5,15.0,35.5,2,0
Rural Health Post A,Typhoid,July,Long Rains,Mild,10,27,23.0,43.2,0,0
Rural Health Post A,Typhoid,July,Long Rains,Moderate,10,19,46.0,24.6,0,0
Rural Health Post A,Typhoid,July,Long Rains,Severe,9,21,36.111111111111114,31.22222222222222,9,1
Rural Health Post A,Typhoid,June,Long Rains,Mild,23,64,37.17391304347826,23.956521739130434,0,3
Rural Health Post A,Typhoid,June,Long Rains,Moderate,17,44,28.529411764705884,29.764705882352942,0,1
Rural Health Post A,Typhoid,June,Long Rains,Severe,6,15,41.666666666666664,36.333333333333336,6,0
Rural Health Post A,Typhoid,November,Short Rains,Mild,34,78,32.05882352941177,27.5,0,3
Rural Health Post A,Typhoid,November,Short Rains,Moderate,32,76,35.0,24.53125,0,2
Rural Health Post A,Typhoid,November,Short Rains,Severe,17,41,43.23529411764706,26.823529411764707,17,1
Rural Health Post A,Typhoid,October,Cool/Dry,Mild,22,57,35.0,28.181818181818183,0,0
Rural Health Post A,Typhoid,October,Cool/Dry,Moderate,11,26,30.454545454545453,25.545454545454547,0,1
Rural Health Post A,Typhoid,October,Cool/Dry,Severe,7,18,39.285714285714285,33.285714285714285,7,1
Rural Health Post A,Typhoid,September,Cool/Dry,Mild,18,45,32.22222222222222,26.944444444444443,0,0
Rural Health Post A,Typhoid,September,Cool/Dry,Moderate,7,16,29.285714285714285,30.428571428571427,0,0
Rural Health Post A,Typhoid,September,Cool/Dry,Severe,6,14,38.333333333333336,42.833333333333336,6,0
Rural Health Post A,Upper Respiratory Infection,August,Cool/Dry,Mild,66,151,32.42424242424242,28.772727272727273,0,7
Rural Health Post A,Upper Respiratory Infection,August,Cool/Dry,Moderate,72,191,36.111111111111114,28.40277777777778,0,3
Rural Health Post A,Upper Respiratory Infection,August,Cool/Dry,Severe,29,80,32.58620689655172,27.448275862068964,29,2
Rural Health Post A,Upper Respiratory Infection,July,Long Rains,Mild,98,268,31.53061224489796,27.377551020408163,0,5
Rural Health Post A,Upper Respiratory Infection,July,Long Rains,Moderate,54,151,31.11111111111111,27.814814814814813,0,2
Rural Health Post A,Upper Respiratory Infection,July,Long Rains,Severe,34,98,35.294117647058826,29.970588235294116,34,1
Rural Health Post A,Upper Respiratory Infection,June,Long Rains,Mild,90,226,33.0,27.566666666666666,0,5
Rural Health Post A,Upper Respiratory Infection,June,Long Rains,Moderate,53,134,29.150943396226417,26.358490566037737,0,1
Rural Health Post A,Upper Respiratory Infection,June,Long Rains,Severe,24,75,37.083333333333336,19.5,24,3
Rural Health Post A,Upper Respiratory Infection,November,Short Rains,Mild,68,180,29.11764705882353,29.455882352941178,0,3
Rural Health Post A,Upper Respiratory Infection,November,Short Rains,Moderate,47,129,39.46808510638298,28.53191489361702,0,2
Rural Health Post A,Upper Respiratory Infection,November,Short Rains,Severe,24,58,30.416666666666668,25.541666666666668,24,0
Rural Health Post A,Upper Respiratory Infection,October,Cool/Dry,Mild,73,187,35.68493150684932,28.534246575342465,0,1
Rural Health Post A,Upper Respiratory Infection,October,Cool/Dry,Moderate,42,112,35.714285714285715,29.595238095238095,0,1
Rural Health Post A,Upper Respiratory Infection,October,Cool/Dry,Severe,24,49,34.166666666666664,28.25,24,0
Rural Health Post A,Upper Respiratory Infection,September,Cool/Dry,Mild,55,147,34.81818181818182,35.96363636363636,0,1
Rural Health Post A,Upper Respiratory Infection,September,Cool/Dry,Moderate,62,144,32.58064516129032,28.629032258064516,0,5
Rural Health Post A,Upper Respiratory Infection,September,Cool/Dry,Severe,20,42,38.0,21.65,20,2
Rural Health Post B,Arthritis,August,Cool/Dry,Mild,13,30,28.846153846153847,24.307692307692307,0,3
Rural Health Post B,Arthritis,August,Cool/Dry,Moderate,7,16,23.571428571428573,34.42857142857143,0,1
Rural Health Post B,Arthritis,August,Cool/Dry,Severe,3,9,35.0,29.333333333333332,3,1
Rural Health Post B,Arthritis,July,Long Rains,Mild,10,28,33.0,39.4,0,0
Rural Health Post B,Arthritis,July,Long Rains,Moderate,11,29,41.36363636363637,23.0,0,0
Rural Health Post B,Arthritis,July,Long Rains,Severe,2,7,50.0,29.5,2,1
Rural Health Post B,Arthritis,June,Long Rains,Mild,8,22,31.25,22.625,0,0
Rural Health Post B,Arthritis,June,Long Rains,Moderate,3,6,25.0,21.333333333333332,0,0
Rural Health Post B,Arthritis,June,Long Rains,Severe,4,11,42.5,35.25,4,0
Rural Health Post B,Arthritis,November,Short Rains,Mild,14,32,40.0,34.0,0,0
Rural Health Post B,Arthritis,November,Short Rains,Moderate,14,34,30.0,28.285714285714285,0,0
Rural Health Post B,Arthritis,November,Short Rains,Severe,3,7,11.666666666666666,11.666666666666666,3,0
Rural Health Post B,Arthritis,October,Cool/Dry,Mild,8,16,43.75,34.875,0,0
Rural Health Post B,Arthritis,October,Cool/Dry,Moderate,14,39,22.142857142857142,22.285714285714285,0,0
Rural Health Post B,Arthritis,October,Cool/Dry,Severe,4,12,30.0,34.0,4,0
Rural Health Post B,Arthritis,September,Cool/Dry,Mild,9,18,45.0,21.555555555555557,0,0
Rural Health Post B,Arthritis,September,Cool/Dry,Moderate,8,18,36.25,38.5,0,1
Rural Health Post B,Arthritis,September,Cool/Dry,Severe,2,3,5.0,45.0,2,0
Rural Health Post B,Asthma,August,Cool/Dry,Mild,21,58,33.57142857142857,24.142857142857142,0,1
Rural Health Post B,Asthma,August,Cool/Dry,Moderate,13,36,32.69230769230769,27.076923076923077,0,1
Rural Health Post B,Asthma,August,Cool/Dry,Severe,7,17,23.571428571428573,29.428571428571427,7,1
Rural Health Post B,Asthma,July,Long Rains,Mild,18,39,36.666666666666664,25.333333333333332,0,1
Rural Health Post B,Asthma,July,Long Rains,Moderate,11,21,37.72727272727273,30.0,0,1
Rural Health Post B,Asthma,July,Long Rains,Severe,10,26,24.0,20.5,10,0
Rural Health Post B,Asthma,June,Long Rains,Mild,25,62,40.6,35.48,0,2
Rural Health Post B,Asthma,June,Long Rains,Moderate,20,55,35.0,31.25,0,1
Rural Health Post B,Asthma,June,Long Rains,Severe,4,14,10.0,33.5,4,0
Rural Health Post B,Asthma,November,Short Rains,Mild,28,66,33.57142857142857,29.392857142857142,0,3
Rural Health Post B,Asthma,November,Short Rains,Moderate,19,51,27.105263157894736,29.57894736842105,0,1
Rural Health Post B,Asthma,November,Short Rains,Severe,3,9,18.333333333333332,36.0,3,0
Rural Health Post B,Asthma,October,Cool/Dry,Mild,24,56,33.75,27.333333333333332,0,2
Rural Health Post B,Asthma,October,Cool/Dry,Moderate,17,53,36.1764705882353,27.41176470588235,0,1
Rural Health Post B,Asthma,October,Cool/Dry,Severe,5,11,31.0,28.6,5,0
Rural Health Post B,Asthma,September,Cool/Dry,Mild,15,34,37.666666666666664,24.8,0,0
Rural Health Post B,Asthma,September,Cool/Dry,Moderate,15,25,39.0,26.8,0,0
Rural Health Post B,Asthma,September,Cool/Dry,Severe,10,24,38.0,36.2,10,0
Rural Health Post B,Diabetes,August,Cool/Dry,Mild,16,38,26.25,22.5625,0,1
Rural Health Post B,Diabetes,August,Cool/Dry,Moderate,15,43,35.666666666666664,36.8,0,0
Rural Health Post B,Diabetes,August,Cool/Dry,Severe,6,20,20.0,20.5,6,2
Rural Health Post B,Diabetes,July,Long Rains,Mild,18,54,36.666666666666664,29.555555555555557,0,1
Rural Health Post B,Diabetes,July,Long Rains,Moderate,13,30,37.30769230769231,24.46153846153846,0,0
Rural Health Post B,Diabetes,July,Long Rains,Severe,4,10,40.0,33.25,4,0
Rural Health Post B,Diabetes,June,Long Rains,Mild,23,65,33.69565217391305,24.608695652173914,0,0
